50.0,51.0,52.0
50.0001,51.0001,52.0001
50.0002,51.0002,52.0002
50.0003,51.0003,52.0003
50.0004,51.0004,52.0004
50.0005,51.0005,52.0005
50.0006,51.0006,52.0006
50.0007,51.0007,52.0007
50.0008,51.0008,52.0008
50.0009,51.0009,52.0009
50.001,51.001,52.001
50.0011,51.0011,52.0011
50.0012,51.0012,52.0012
50.0013,51.0013,52.0013
50.0014,51.0014,52.0014
50.0015,51.0015,52.0015
50.0016,51.0016,52.0016
50.0017,51.0017,52.0017
50.0018,51.0018,52.0018
50.0019,51.0019,52.0019
50.002,51.002,52.002
50.0021,51.0021,52.0021
50.0022,51.0022,52.0022
50.0023,51.0023,52.0023
50.0024,51.0024,52.0024
50.0025,51.0025,52.0025
50.0026,51.0026,52.0026
50.0027,51.0027,52.0027
50.0028,51.0028,52.0028
50.0029,51.0029,52.0029
50.003,51.003,52.003
50.0031,51.0031,52.0031
50.0032,51.0032,52.0032
50.0033,51.0033,52.0033
50.0034,51.0034,52.0034
50.0035,51.0035,52.0035
50.0036,51.0036,52.0036
50.0037,51.0037,52.0037
50.0038,51.0038,52.0038
50.0039,51.0039,52.0039
50.004,51.004,52.004
50.0041,51.0041,52.0041
50.0042,51.0042,52.0042
50.0043,51.0043,52.0043
50.0044,51.0044,52.0044
50.0045,51.0045,52.0045
50.0046,51.0046,52.0046
50.0047,51.0047,52.0047
50.0048,51.0048,52.0048
50.0049,51.0049,52.0049
50.005,51.005,52.005
50.0051,51.0051,52.0051
50.0052,51.0052,52.0052
50.0053,51.0053,52.0053
50.0054,51.0054,52.0054
50.0055,51.0055,52.0055
50.0056,51.0056,52.0056
50.0057,51.0057,52.0057
50.0058,51.0058,52.0058
50.0059,51.0059,52.0059
50.006,51.006,52.006
50.0061,51.0061,52.0061
50.0062,51.0062,52.0062
50.0063,51.0063,52.0063
50.0064,51.0064,52.0064
50.0065,51.0065,52.0065
50.0066,51.0066,52.0066
50.0067,51.0067,52.0067
50.0068,51.0068,52.0068
50.0069,51.0069,52.0069
50.007,51.007,52.007
50.0071,51.0071,52.0071
50.0072,51.0072,52.0072
50.0073,51.0073,52.0073
50.0074,51.0074,52.0074
50.0075,51.0075,52.0075
50.0076,51.0076,52.0076
50.0077,51.0077,52.0077
50.0078,51.0078,52.0078
50.0079,51.0079,52.0079
50.008,51.008,52.008
50.0081,51.0081,52.0081
50.0082,51.0082,52.0082
50.0083,51.0083,52.0083
50.0084,51.0084,52.0084
50.0085,51.0085,52.0085
50.0086,51.0086,52.0086
50.0087,51.0087,52.0087
50.0088,51.0088,52.0088
50.0089,51.0089,52.0089
50.009,51.009,52.009
50.0091,51.0091,52.0091
50.0092,51.0092,52.0092
50.0093,51.0093,52.0093
50.0094,51.0094,52.0094
50.0095,51.0095,52.0095
50.0096,51.0096,52.0096
50.0097,51.0097,52.0097
50.0098,51.0098,52.0098
50.0099,51.0099,52.0099
50.01,51.01,52.01
50.0101,51.0101,52.0101
50.0102,51.0102,52.0102
50.0103,51.0103,52.0103
50.0104,51.0104,52.0104
50.0105,51.0105,52.0105
50.0106,51.0106,52.0106
50.0107,51.0107,52.0107
50.0108,51.0108,52.0108
50.0109,51.0109,52.0109
50.011,51.011,52.011
50.0111,51.0111,52.0111
50.0112,51.0112,52.0112
50.0113,51.0113,52.0113
50.0114,51.0114,52.0114
50.0115,51.0115,52.0115
50.0116,51.0116,52.0116
50.0117,51.0117,52.0117
50.0118,51.0118,52.0118
50.0119,51.0119,52.0119
50.012,51.012,52.012
50.0121,51.0121,52.0121
50.0122,51.0122,52.0122
50.0123,51.0123,52.0123
50.0124,51.0124,52.0124
50.0125,51.0125,52.0125
50.0126,51.0126,52.0126
50.0127,51.0127,52.0127
50.0128,51.0128,52.0128
50.0129,51.0129,52.0129
50.013,51.013,52.013
50.0131,51.0131,52.0131
50.0132,51.0132,52.0132
50.0133,51.0133,52.0133
50.0134,51.0134,52.0134
50.0135,51.0135,52.0135
50.0136,51.0136,52.0136
50.0137,51.0137,52.0137
50.0138,51.0138,52.0138
50.0139,51.0139,52.0139
50.014,51.014,52.014
50.0141,51.0141,52.0141
50.0142,51.0142,52.0142
50.0143,51.0143,52.0143
50.0144,51.0144,52.0144
50.0145,51.0145,52.0145
50.0146,51.0146,52.0146
50.0147,51.0147,52.0147
50.0148,51.0148,52.0148
50.0149,51.0149,52.0149
50.015,51.015,52.015
50.0151,51.0151,52.0151
50.0152,51.0152,52.0152
50.0153,51.0153,52.0153
50.0154,51.0154,52.0154
50.0155,51.0155,52.0155
50.0156,51.0156,52.0156
50.0157,51.0157,52.0157
50.0158,51.0158,52.0158
50.0159,51.0159,52.0159
50.016,51.016,52.016
50.0161,51.0161,52.0161
50.0162,51.0162,52.0162
50.0163,51.0163,52.0163
50.0164,51.0164,52.0164
50.0165,51.0165,52.0165
50.0166,51.0166,52.0166
50.0167,51.0167,52.0167
50.0168,51.0168,52.0168
50.0169,51.0169,52.0169
50.017,51.017,52.017
50.0171,51.0171,52.0171
50.0172,51.0172,52.0172
50.0173,51.0173,52.0173
50.0174,51.0174,52.0174
50.0175,51.0175,52.0175
50.0176,51.0176,52.0176
50.0177,51.0177,52.0177
50.0178,51.0178,52.0178
50.0179,51.0179,52.0179
50.018,51.018,52.018
50.0181,51.0181,52.0181
50.0182,51.0182,52.0182
50.0183,51.0183,52.0183
50.0184,51.0184,52.0184
50.0185,51.0185,52.0185
50.0186,51.0186,52.0186
50.0187,51.0187,52.0187
50.0188,51.0188,52.0188
50.0189,51.0189,52.0189
50.019,51.019,52.019
50.0191,51.0191,52.0191
50.0192,51.0192,52.0192
50.0193,51.0193,52.0193
50.0194,51.0194,52.0194
50.0195,51.0195,52.0195
50.0196,51.0196,52.0196
50.0197,51.0197,52.0197
50.0198,51.0198,52.0198
50.0199,51.0199,52.0199
