20.0,21.0,22.0
20.0001,21.0001,22.0001
20.0002,21.0002,22.0002
20.0003,21.0003,22.0003
20.0004,21.0004,22.0004
20.0005,21.0005,22.0005
20.0006,21.0006,22.0006
20.0007,21.0007,22.0007
20.0008,21.0008,22.0008
20.0009,21.0009,22.0009
20.001,21.001,22.001
20.0011,21.0011,22.0011
20.0012,21.0012,22.0012
20.0013,21.0013,22.0013
20.0014,21.0014,22.0014
20.0015,21.0015,22.0015
20.0016,21.0016,22.0016
20.0017,21.0017,22.0017
20.0018,21.0018,22.0018
20.0019,21.0019,22.0019
20.002,21.002,22.002
20.0021,21.0021,22.0021
20.0022,21.0022,22.0022
20.0023,21.0023,22.0023
20.0024,21.0024,22.0024
20.0025,21.0025,22.0025
20.0026,21.0026,22.0026
20.0027,21.0027,22.0027
20.0028,21.0028,22.0028
20.0029,21.0029,22.0029
20.003,21.003,22.003
20.0031,21.0031,22.0031
20.0032,21.0032,22.0032
20.0033,21.0033,22.0033
20.0034,21.0034,22.0034
20.0035,21.0035,22.0035
20.0036,21.0036,22.0036
20.0037,21.0037,22.0037
20.0038,21.0038,22.0038
20.0039,21.0039,22.0039
20.004,21.004,22.004
20.0041,21.0041,22.0041
20.0042,21.0042,22.0042
20.0043,21.0043,22.0043
20.0044,21.0044,22.0044
20.0045,21.0045,22.0045
20.0046,21.0046,22.0046
20.0047,21.0047,22.0047
20.0048,21.0048,22.0048
20.0049,21.0049,22.0049
20.005,21.005,22.005
20.0051,21.0051,22.0051
20.0052,21.0052,22.0052
20.0053,21.0053,22.0053
20.0054,21.0054,22.0054
20.0055,21.0055,22.0055
20.0056,21.0056,22.0056
20.0057,21.0057,22.0057
20.0058,21.0058,22.0058
20.0059,21.0059,22.0059
20.006,21.006,22.006
20.0061,21.0061,22.0061
20.0062,21.0062,22.0062
20.0063,21.0063,22.0063
20.0064,21.0064,22.0064
20.0065,21.0065,22.0065
20.0066,21.0066,22.0066
20.0067,21.0067,22.0067
20.0068,21.0068,22.0068
20.0069,21.0069,22.0069
20.007,21.007,22.007
20.0071,21.0071,22.0071
20.0072,21.0072,22.0072
20.0073,21.0073,22.0073
20.0074,21.0074,22.0074
20.0075,21.0075,22.0075
20.0076,21.0076,22.0076
20.0077,21.0077,22.0077
20.0078,21.0078,22.0078
20.0079,21.0079,22.0079
20.008,21.008,22.008
20.0081,21.0081,22.0081
20.0082,21.0082,22.0082
20.0083,21.0083,22.0083
